Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Hornbach Werbespot 2024,Hornbach,Facebook,2022-06-09,1756679,Florian David Fitz,Saturn macht Technik zum Erlebnis!,http://www.lange.de/,Meta Ads Library
Adidas Werbespot 1999,Adidas,YouTube,2022-12-27,5828508,,Dein Style. Deine Regeln. Adidas Originals.,http://drubin.com/,Meta Ads Library
Lidl Werbespot 2013,Lidl,Instagram,2020-10-31,201186,Lena Meyer-Landrut,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.paertzelt.org/,Meta Ads Library
Mercedes-Benz Werbespot 2011,Mercedes-Benz,YouTube,2021-01-11,4316005,Palina Rojinski,Jetzt bei Lidl: Qualität zum besten Preis!,https://kruschwitz.de/,YouTube Leaderboard
Edeka Werbespot 1980,Edeka,TV,2024-10-31,7050612,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.kreusel.org/,Deutscher Mediapreis
Saturn Werbespot 2013,Saturn,TV,2021-07-09,9170762,Palina Rojinski,"Telekom – Erleben, was verbindet.",https://roehricht.com/,YouTube Leaderboard
Saturn Werbespot 1978,Saturn,TikTok,2020-08-25,2738923,,Saturn macht Technik zum Erlebnis!,http://rogner.com/,YouTube Leaderboard
Edeka Werbespot 1990,Edeka,Instagram,2022-01-30,5357182,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.seifert.com/,YouTube Leaderboard
Lidl Werbespot 1982,Lidl,Instagram,2022-03-04,6309138,Elyas M'Barek,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.girschner.com/,YouTube Leaderboard
McDonald's Werbespot 2021,McDonald's,YouTube,2024-12-18,9976178,Palina Rojinski,Mach es zu deinem Projekt – mit Hornbach.,https://www.steinberg.com/,Deutscher Mediapreis
Edeka Werbespot 1983,Edeka,TV,2025-03-26,7294673,Elyas M'Barek,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://eckbauer.net/,YouTube Leaderboard
Lidl Werbespot 1976,Lidl,Instagram,2022-09-20,3197406,,"Telekom – Erleben, was verbindet.",http://www.neuschaefer.org/,W&V
Nike Werbespot 2017,Nike,Instagram,2025-04-06,1619202,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://losekann.de/,Deutscher Mediapreis
Hornbach Werbespot 1986,Hornbach,TikTok,2022-03-07,2586811,Lena Meyer-Landrut,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://eimer.de/,W&V
Edeka Werbespot 2002,Edeka,TV,2024-03-26,4951719,Helene Fischer,Mach es zu deinem Projekt – mit Hornbach.,https://niemeier.com/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2013,Mercedes-Benz,YouTube,2020-12-28,3482094,Manuel Neuer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.gunpf.org/,W&V
Lidl Werbespot 2019,Lidl,TV,2020-12-11,5183311,Helene Fischer,"Telekom – Erleben, was verbindet.",http://www.schulz.com/,Deutscher Mediapreis
Saturn Werbespot 2009,Saturn,Instagram,2025-03-21,9138919,Helene Fischer,"Telekom – Erleben, was verbindet.",https://www.roehrdanz.de/,Meta Ads Library
Adidas Werbespot 2014,Adidas,TV,2021-07-23,3140342,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://wulf.org/,YouTube Leaderboard
Nike Werbespot 1979,Nike,TV,2024-03-31,4429132,Lena Meyer-Landrut,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://paertzelt.net/,W&V
Hornbach Werbespot 2024,Hornbach,YouTube,2021-09-15,1632400,Elyas M'Barek,Jetzt bei Lidl: Qualität zum besten Preis!,http://giess.com/,W&V
McDonald's Werbespot 2020,McDonald's,TV,2024-05-29,3827030,Florian David Fitz,McDonald's – Ich liebe es.,https://www.wieloch.net/,YouTube Leaderboard
Telekom Werbespot 1974,Telekom,TikTok,2022-07-18,8994440,,Saturn macht Technik zum Erlebnis!,https://www.steckel.de/,Meta Ads Library
Saturn Werbespot 1996,Saturn,Instagram,2024-04-16,6633718,Helene Fischer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.siering.com/,Meta Ads Library
Lidl Werbespot 2017,Lidl,TV,2024-09-23,2814559,Elyas M'Barek,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://ritter.com/,Meta Ads Library
Volkswagen Werbespot 1995,Volkswagen,YouTube,2023-07-08,1324805,,"Telekom – Erleben, was verbindet.",https://www.hermann.de/,Meta Ads Library
Volkswagen Werbespot 1985,Volkswagen,TikTok,2024-09-08,5374506,Joko Winterscheidt,Jetzt bei Lidl: Qualität zum besten Preis!,https://niemeier.com/,YouTube Leaderboard
Telekom Werbespot 2004,Telekom,TikTok,2021-06-23,9271932,,Dein Style. Deine Regeln. Adidas Originals.,https://www.buchholz.org/,W&V
McDonald's Werbespot 1984,McDonald's,TV,2021-07-28,9867890,Manuel Neuer,McDonald's – Ich liebe es.,http://www.schleich.net/,Deutscher Mediapreis
Lidl Werbespot 1998,Lidl,TV,2023-02-07,2496379,Elyas M'Barek,Mach es zu deinem Projekt – mit Hornbach.,http://nerger.de/,YouTube Leaderboard
Lidl Werbespot 1984,Lidl,TikTok,2021-08-31,4809841,Helene Fischer,McDonald's – Ich liebe es.,https://www.beyer.com/,W&V
Telekom Werbespot 1979,Telekom,Instagram,2024-08-27,8156760,,Mach es zu deinem Projekt – mit Hornbach.,http://www.geisel.com/,Deutscher Mediapreis
Edeka Werbespot 2005,Edeka,Facebook,2023-09-29,6770781,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://hande.de/,Deutscher Mediapreis
Edeka Werbespot 2002,Edeka,TV,2021-09-29,3995919,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://fechner.com/,Deutscher Mediapreis
Nike Werbespot 2012,Nike,Instagram,2024-08-22,5678452,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.stumpf.de/,W&V
Nike Werbespot 2000,Nike,TV,2020-11-17,3834490,Helene Fischer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://eigenwillig.net/,W&V
Saturn Werbespot 2005,Saturn,Instagram,2024-08-01,7002286,Joko Winterscheidt,Mach es zu deinem Projekt – mit Hornbach.,https://www.dietz.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 2002,Mercedes-Benz,TV,2020-08-17,6841185,,Saturn macht Technik zum Erlebnis!,http://www.speer.com/,W&V
Edeka Werbespot 2022,Edeka,TikTok,2023-12-19,1110870,Elyas M'Barek,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://tintzmann.de/,Deutscher Mediapreis
Volkswagen Werbespot 1985,Volkswagen,TikTok,2024-05-24,495669,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://weinhage.com/,Meta Ads Library
Mercedes-Benz Werbespot 1998,Mercedes-Benz,YouTube,2021-06-07,564840,,Saturn macht Technik zum Erlebnis!,https://carsten.de/,YouTube Leaderboard
Adidas Werbespot 1987,Adidas,Facebook,2021-11-26,6189919,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,http://www.pruschke.com/,Deutscher Mediapreis
Lidl Werbespot 2005,Lidl,YouTube,2020-05-10,6258955,,Saturn macht Technik zum Erlebnis!,https://www.jopich.de/,Deutscher Mediapreis
Volkswagen Werbespot 1994,Volkswagen,TV,2021-03-15,9259844,Florian David Fitz,Dein Style. Deine Regeln. Adidas Originals.,http://schaaf.org/,W&V
Volkswagen Werbespot 1987,Volkswagen,Instagram,2024-11-08,4792670,Helene Fischer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://hofmann.de/,Deutscher Mediapreis
Edeka Werbespot 2021,Edeka,Facebook,2022-01-10,3605669,Florian David Fitz,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://koch.de/,Meta Ads Library
Mercedes-Benz Werbespot 1987,Mercedes-Benz,Instagram,2022-11-26,8621430,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://etzler.com/,YouTube Leaderboard
Saturn Werbespot 2020,Saturn,Facebook,2022-04-01,151997,Elyas M'Barek,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.hamann.de/,W&V
Hornbach Werbespot 2023,Hornbach,Instagram,2023-03-05,7120298,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.schweitzer.com/,W&V
Saturn Werbespot 1979,Saturn,Instagram,2024-04-22,7839893,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.hesse.de/,Deutscher Mediapreis
Hornbach Werbespot 1975,Hornbach,YouTube,2020-08-13,8591776,Manuel Neuer,Dein Style. Deine Regeln. Adidas Originals.,https://sontag.org/,W&V
Nike Werbespot 2018,Nike,YouTube,2020-10-13,1081008,Lena Meyer-Landrut,Dein Style. Deine Regeln. Adidas Originals.,http://atzler.org/,W&V
Adidas Werbespot 1983,Adidas,Instagram,2020-07-31,5022883,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.beier.de/,Meta Ads Library
McDonald's Werbespot 1986,McDonald's,Facebook,2020-04-18,6789646,Manuel Neuer,Dein Style. Deine Regeln. Adidas Originals.,http://www.ziegert.de/,Meta Ads Library
Edeka Werbespot 1997,Edeka,TV,2025-04-12,4362450,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.trommler.com/,Deutscher Mediapreis
Telekom Werbespot 1976,Telekom,YouTube,2024-12-20,9607279,Florian David Fitz,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://hofmann.net/,W&V
Mercedes-Benz Werbespot 2000,Mercedes-Benz,TikTok,2023-09-25,6024583,Lena Meyer-Landrut,McDonald's – Ich liebe es.,http://lange.com/,W&V
Volkswagen Werbespot 2008,Volkswagen,TikTok,2020-11-28,4938878,Elyas M'Barek,Jetzt bei Lidl: Qualität zum besten Preis!,https://pieper.org/,Deutscher Mediapreis
Volkswagen Werbespot 2017,Volkswagen,Instagram,2024-01-23,3081377,,Dein Style. Deine Regeln. Adidas Originals.,https://wesack.de/,YouTube Leaderboard
Mercedes-Benz Werbespot 2016,Mercedes-Benz,Instagram,2024-03-19,5162035,,"Telekom – Erleben, was verbindet.",http://heser.de/,W&V
Adidas Werbespot 2013,Adidas,Instagram,2022-03-03,4943359,Florian David Fitz,Saturn macht Technik zum Erlebnis!,http://kitzmann.com/,YouTube Leaderboard
Saturn Werbespot 2017,Saturn,YouTube,2022-07-15,9746038,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,http://kuehnert.de/,YouTube Leaderboard
Saturn Werbespot 1975,Saturn,Facebook,2025-01-04,2020177,,"Telekom – Erleben, was verbindet.",http://klapp.org/,W&V
Telekom Werbespot 1982,Telekom,YouTube,2021-11-29,2314606,Elyas M'Barek,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.warmer.org/,W&V
Telekom Werbespot 1984,Telekom,TikTok,2022-03-31,2412902,Lena Meyer-Landrut,Dein Style. Deine Regeln. Adidas Originals.,http://www.klemm.com/,Meta Ads Library
Lidl Werbespot 2023,Lidl,TV,2021-03-15,2976618,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,http://www.stadelmann.de/,YouTube Leaderboard
Edeka Werbespot 2011,Edeka,TV,2020-05-08,3522853,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://scholtz.org/,Meta Ads Library
Saturn Werbespot 2003,Saturn,YouTube,2021-11-07,7286470,Elyas M'Barek,"Telekom – Erleben, was verbindet.",https://wende.com/,Deutscher Mediapreis
Telekom Werbespot 1973,Telekom,TV,2024-10-07,88335,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://beckmann.de/,Meta Ads Library
Adidas Werbespot 1996,Adidas,YouTube,2021-10-13,8919268,Palina Rojinski,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.poelitz.de/,YouTube Leaderboard
Edeka Werbespot 1991,Edeka,Facebook,2020-05-14,5787230,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.saeuberlich.de/,Meta Ads Library
Lidl Werbespot 2011,Lidl,TV,2022-07-03,9886255,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://heuser.de/,Meta Ads Library
Lidl Werbespot 1994,Lidl,YouTube,2021-11-10,4889280,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,https://linke.de/,W&V
Telekom Werbespot 1994,Telekom,Facebook,2023-09-14,8233833,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,https://ruppersberger.net/,Meta Ads Library
Volkswagen Werbespot 1976,Volkswagen,TV,2022-08-04,3842222,Manuel Neuer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://gunpf.com/,Meta Ads Library
Mercedes-Benz Werbespot 2002,Mercedes-Benz,YouTube,2020-05-18,8476346,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://eimer.de/,YouTube Leaderboard
Adidas Werbespot 2023,Adidas,YouTube,2024-06-07,4301430,,McDonald's – Ich liebe es.,https://roskoth.com/,YouTube Leaderboard
Hornbach Werbespot 1997,Hornbach,YouTube,2021-02-19,341211,Helene Fischer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.hermighausen.com/,YouTube Leaderboard
Telekom Werbespot 2000,Telekom,TV,2023-02-21,2083581,,McDonald's – Ich liebe es.,https://roerricht.org/,W&V
Saturn Werbespot 1993,Saturn,Facebook,2020-06-18,166104,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.stoll.com/,Deutscher Mediapreis
Lidl Werbespot 2023,Lidl,TikTok,2022-09-19,2311222,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",https://peukert.de/,YouTube Leaderboard
McDonald's Werbespot 2022,McDonald's,TikTok,2024-02-05,4753032,Helene Fischer,Jetzt bei Lidl: Qualität zum besten Preis!,http://hoerle.de/,YouTube Leaderboard
Saturn Werbespot 2012,Saturn,Facebook,2021-07-12,3361238,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://schulz.de/,Meta Ads Library
Adidas Werbespot 1974,Adidas,TV,2020-12-19,2700622,Joko Winterscheidt,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://johann.org/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2018,Mercedes-Benz,TV,2022-07-28,3944345,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://ziegert.de/,YouTube Leaderboard
Lidl Werbespot 1998,Lidl,YouTube,2021-09-19,8299690,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.wagenknecht.org/,YouTube Leaderboard
McDonald's Werbespot 2020,McDonald's,YouTube,2020-12-22,4303157,Helene Fischer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.dobes.de/,Deutscher Mediapreis
Nike Werbespot 2007,Nike,Instagram,2020-10-02,850206,Lena Meyer-Landrut,Jetzt bei Lidl: Qualität zum besten Preis!,http://wilmsen.com/,Meta Ads Library
Edeka Werbespot 1977,Edeka,Instagram,2022-07-12,5256354,Palina Rojinski,"Telekom – Erleben, was verbindet.",http://www.krein.org/,YouTube Leaderboard
Lidl Werbespot 1985,Lidl,YouTube,2022-05-26,2331873,Manuel Neuer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://eberth.com/,W&V
Adidas Werbespot 2005,Adidas,TV,2021-09-30,4511484,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.klemm.de/,W&V
Adidas Werbespot 2002,Adidas,Facebook,2024-04-08,6733930,Helene Fischer,"Telekom – Erleben, was verbindet.",https://tintzmann.com/,Deutscher Mediapreis
Nike Werbespot 2010,Nike,TV,2024-03-06,7085620,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://nette.com/,YouTube Leaderboard
Volkswagen Werbespot 2000,Volkswagen,YouTube,2022-11-30,1750017,Elyas M'Barek,"Telekom – Erleben, was verbindet.",https://foerster.com/,Deutscher Mediapreis
Hornbach Werbespot 2005,Hornbach,TV,2021-06-15,6381160,Elyas M'Barek,Dein Style. Deine Regeln. Adidas Originals.,https://reising.de/,YouTube Leaderboard
Volkswagen Werbespot 2021,Volkswagen,TV,2024-05-09,1904776,Lena Meyer-Landrut,"Telekom – Erleben, was verbindet.",https://www.hornich.com/,Deutscher Mediapreis
Edeka Werbespot 2007,Edeka,YouTube,2023-06-22,5282037,Joko Winterscheidt,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://mangold.de/,Meta Ads Library
Adidas Werbespot 1987,Adidas,TikTok,2021-09-07,1607897,,"Telekom – Erleben, was verbindet.",https://hesse.de/,Meta Ads Library
Saturn Werbespot 2012,Saturn,Instagram,2022-05-02,2504007,,McDonald's – Ich liebe es.,https://weinhold.org/,YouTube Leaderboard
Edeka Werbespot 1998,Edeka,Facebook,2021-11-23,7883361,,Saturn macht Technik zum Erlebnis!,http://www.hoffmann.de/,Meta Ads Library
Lidl Werbespot 2012,Lidl,TV,2024-02-23,4051494,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,https://jungfer.com/,W&V
Edeka Werbespot 1973,Edeka,TikTok,2024-11-05,9245783,,"Telekom – Erleben, was verbindet.",http://www.holzapfel.com/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2018,Mercedes-Benz,YouTube,2024-01-10,7462252,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://www.flantz.de/,Deutscher Mediapreis
Lidl Werbespot 1984,Lidl,TV,2023-03-16,5312632,Lena Meyer-Landrut,Jetzt bei Lidl: Qualität zum besten Preis!,https://koehler.com/,Deutscher Mediapreis
Edeka Werbespot 1992,Edeka,YouTube,2020-12-23,6927892,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.zahn.de/,YouTube Leaderboard
Lidl Werbespot 1982,Lidl,TikTok,2021-12-06,5120305,Florian David Fitz,McDonald's – Ich liebe es.,https://eberhardt.net/,Meta Ads Library
Saturn Werbespot 1996,Saturn,Instagram,2024-01-24,920586,Palina Rojinski,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.misicher.com/,Deutscher Mediapreis
Adidas Werbespot 2005,Adidas,TikTok,2022-01-25,7947865,Florian David Fitz,Dein Style. Deine Regeln. Adidas Originals.,https://jockel.de/,Deutscher Mediapreis
Lidl Werbespot 1980,Lidl,YouTube,2020-08-27,46858,,Dein Style. Deine Regeln. Adidas Originals.,http://schwital.de/,W&V
Nike Werbespot 1973,Nike,TikTok,2022-02-23,6282839,,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.maelzer.de/,YouTube Leaderboard
Volkswagen Werbespot 1971,Volkswagen,TV,2021-09-19,6875417,Elyas M'Barek,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.henk.de/,W&V
Hornbach Werbespot 2016,Hornbach,Facebook,2021-08-12,2035778,,"Telekom – Erleben, was verbindet.",https://www.franke.com/,Meta Ads Library
Saturn Werbespot 2016,Saturn,Facebook,2023-03-05,1818009,Palina Rojinski,"Telekom – Erleben, was verbindet.",http://www.seifert.com/,YouTube Leaderboard
Hornbach Werbespot 1978,Hornbach,YouTube,2024-06-11,7683695,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://zorbach.de/,Meta Ads Library
Saturn Werbespot 2024,Saturn,YouTube,2024-01-11,824896,,McDonald's – Ich liebe es.,http://www.kostolzin.de/,Deutscher Mediapreis
Hornbach Werbespot 2019,Hornbach,TV,2021-06-10,2982963,,Mach es zu deinem Projekt – mit Hornbach.,https://www.troest.org/,Meta Ads Library
Volkswagen Werbespot 2006,Volkswagen,YouTube,2024-06-18,5409642,,McDonald's – Ich liebe es.,http://www.keudel.de/,Deutscher Mediapreis
Telekom Werbespot 2019,Telekom,TikTok,2024-04-12,4600177,,"Telekom – Erleben, was verbindet.",https://www.reichmann.de/,W&V
Nike Werbespot 1990,Nike,TV,2022-07-15,2328275,Elyas M'Barek,"Telekom – Erleben, was verbindet.",https://zahn.de/,W&V
McDonald's Werbespot 2019,McDonald's,Instagram,2021-11-15,3656403,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://henck.de/,Meta Ads Library
Hornbach Werbespot 2019,Hornbach,Instagram,2020-10-31,2235862,Palina Rojinski,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.striebitz.de/,W&V
Lidl Werbespot 2022,Lidl,Instagram,2024-12-26,8069269,,Mach es zu deinem Projekt – mit Hornbach.,http://langern.com/,Deutscher Mediapreis
McDonald's Werbespot 1976,McDonald's,Instagram,2024-09-29,224253,,McDonald's – Ich liebe es.,http://www.giess.net/,YouTube Leaderboard
Edeka Werbespot 1977,Edeka,TV,2024-06-03,900282,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.ruppersberger.de/,Meta Ads Library
Nike Werbespot 2014,Nike,Facebook,2024-06-18,4213716,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.hartung.com/,YouTube Leaderboard
Nike Werbespot 1970,Nike,Facebook,2022-01-26,552011,,Dein Style. Deine Regeln. Adidas Originals.,https://www.segebahn.de/,Deutscher Mediapreis
Lidl Werbespot 1995,Lidl,TikTok,2020-10-16,3773253,,McDonald's – Ich liebe es.,https://www.boucsein.org/,Deutscher Mediapreis
Mercedes-Benz Werbespot 1975,Mercedes-Benz,TikTok,2022-02-17,798191,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.heinrich.de/,Deutscher Mediapreis
Telekom Werbespot 1982,Telekom,Instagram,2021-12-09,912651,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.weller.de/,W&V
Mercedes-Benz Werbespot 2020,Mercedes-Benz,TikTok,2021-03-11,3794075,Lena Meyer-Landrut,Dein Style. Deine Regeln. Adidas Originals.,https://stahr.de/,Meta Ads Library
Mercedes-Benz Werbespot 1977,Mercedes-Benz,Instagram,2021-09-18,2986712,Lena Meyer-Landrut,Jetzt bei Lidl: Qualität zum besten Preis!,http://kallert.com/,Meta Ads Library
Volkswagen Werbespot 2006,Volkswagen,TikTok,2024-01-24,6338336,Helene Fischer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://junk.de/,Deutscher Mediapreis
Nike Werbespot 1998,Nike,TikTok,2023-12-16,2192154,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.rogge.net/,W&V
Edeka Werbespot 1995,Edeka,Instagram,2024-12-22,2607208,Lena Meyer-Landrut,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://mende.com/,Meta Ads Library
Adidas Werbespot 1989,Adidas,TikTok,2020-06-07,5062539,Manuel Neuer,Saturn macht Technik zum Erlebnis!,http://jacob.net/,W&V
Lidl Werbespot 1991,Lidl,Instagram,2020-06-24,3700350,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.bender.de/,YouTube Leaderboard
McDonald's Werbespot 1980,McDonald's,Facebook,2021-06-22,9121373,,McDonald's – Ich liebe es.,https://hering.net/,Deutscher Mediapreis
Lidl Werbespot 1987,Lidl,Instagram,2022-11-07,3589482,,Dein Style. Deine Regeln. Adidas Originals.,http://harloff.com/,W&V
Adidas Werbespot 2019,Adidas,Instagram,2023-01-21,8910294,,Saturn macht Technik zum Erlebnis!,https://www.taesche.com/,YouTube Leaderboard
Lidl Werbespot 2010,Lidl,Instagram,2022-11-07,4042368,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://ziegert.de/,Meta Ads Library
Edeka Werbespot 1993,Edeka,Instagram,2023-12-28,1912100,,"Telekom – Erleben, was verbindet.",https://www.weitzel.com/,W&V
McDonald's Werbespot 2013,McDonald's,Instagram,2023-07-20,8681603,Manuel Neuer,Dein Style. Deine Regeln. Adidas Originals.,http://berger.de/,Deutscher Mediapreis
Saturn Werbespot 2006,Saturn,YouTube,2025-02-06,3239821,Joko Winterscheidt,Dein Style. Deine Regeln. Adidas Originals.,http://tintzmann.net/,YouTube Leaderboard
Lidl Werbespot 1980,Lidl,Facebook,2020-09-21,8955709,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://rust.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 1985,Mercedes-Benz,Facebook,2023-12-20,1753602,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://eigenwillig.com/,Deutscher Mediapreis
Lidl Werbespot 2002,Lidl,Facebook,2025-02-26,7714520,Manuel Neuer,Dein Style. Deine Regeln. Adidas Originals.,http://caspar.de/,YouTube Leaderboard
Lidl Werbespot 2022,Lidl,YouTube,2021-05-28,2996212,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://gumprich.de/,YouTube Leaderboard
Hornbach Werbespot 1996,Hornbach,Facebook,2025-02-26,6848943,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.boucsein.de/,Deutscher Mediapreis
Telekom Werbespot 1992,Telekom,TV,2025-03-12,293383,Palina Rojinski,"Telekom – Erleben, was verbindet.",http://www.liebelt.de/,YouTube Leaderboard
McDonald's Werbespot 1994,McDonald's,YouTube,2023-04-05,1070950,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,http://schenk.org/,YouTube Leaderboard
Lidl Werbespot 1981,Lidl,Instagram,2023-04-09,1790658,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.beyer.de/,W&V
Hornbach Werbespot 1980,Hornbach,YouTube,2021-01-09,7352987,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://www.scholtz.org/,Deutscher Mediapreis
Edeka Werbespot 1970,Edeka,TV,2023-03-20,8960103,Elyas M'Barek,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://muehle.net/,Meta Ads Library
Telekom Werbespot 2020,Telekom,TikTok,2024-11-14,2427186,Joko Winterscheidt,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.pruschke.org/,W&V
Edeka Werbespot 2007,Edeka,TikTok,2024-05-27,2381859,,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.sauer.com/,YouTube Leaderboard
Edeka Werbespot 1987,Edeka,TikTok,2021-09-29,6621593,Florian David Fitz,McDonald's – Ich liebe es.,http://thies.org/,YouTube Leaderboard
Nike Werbespot 1973,Nike,Facebook,2024-04-01,3562356,Palina Rojinski,"Telekom – Erleben, was verbindet.",http://www.spiess.de/,Meta Ads Library
Volkswagen Werbespot 1977,Volkswagen,Facebook,2020-06-16,4250303,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://kramer.com/,YouTube Leaderboard
Volkswagen Werbespot 1991,Volkswagen,TikTok,2024-06-01,9218193,Manuel Neuer,Saturn macht Technik zum Erlebnis!,http://www.paffrath.com/,YouTube Leaderboard
Nike Werbespot 1972,Nike,YouTube,2022-05-26,1657562,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://kroker.com/,Deutscher Mediapreis
Adidas Werbespot 1993,Adidas,Instagram,2023-04-16,3944808,Elyas M'Barek,Jetzt bei Lidl: Qualität zum besten Preis!,https://paffrath.com/,W&V
Hornbach Werbespot 2012,Hornbach,YouTube,2022-06-27,5341563,,Saturn macht Technik zum Erlebnis!,https://www.holt.net/,Deutscher Mediapreis
